feedback_id,customer_id,text,date,product,department,channel,location,segment,rating,status
FB-10545,CU-6723,Refund was issued quickly and with a clear explanation. Please treat this as high priority. Thanks.,2026-04-01T04:58:00+00:00,InsightCloud,Customer Support,Survey,Dubai,SMB,4,open
FB-10546,CU-7958,"For the record, Call center agents read from a script and did not understand the issue. The issue started last Thursday. Thanks.",2026-01-06T12:46:00+00:00,InsightPay,Finance,Survey,Ahmedabad,Internal,2,open
FB-10547,CU-3295,I am delighted with the quality of the latest InsightMobile release. We have seen this twice already. Thanks.,2026-07-01T13:09:00+00:00,InsightMobile,Engineering,Social Media,Chennai,Consumer,4,resolved
FB-10548,CU-8443,"For the record, The interface redesign is intuitive and reduced training time. Please treat this as high priority.",2026-01-11T00:25:00+00:00,InsightChat,Finance,Social Media,Jaipur,Partner,5,open
FB-10549,CU-8674,"For the record, We cannot login to InsightAnalytics since the last update. A workaround exists but it is not acceptable long term. Thanks.",2026-01-26T12:11:00+00:00,InsightCloud,Engineering,Internal,Hyderabad,Internal,1,resolved
FB-10550,CU-3666,"Hi, How do I export department analytics for last quarter? I attached screenshots in the original ticket.",2026-05-04T10:01:00+00:00,InsightCRM,Customer Support,Mobile App,Surat,SMB,3,in_progress
FB-10551,CU-2527,"Hi, Sharing an FYI that finance will review invoices tomorrow. The issue started last Thursday.",2026-04-24T15:02:00+00:00,InsightPay,Product,Social Media,Ahmedabad,Startup,4,resolved
FB-10552,CU-3460,"For the record, Average experience so far, we are still evaluating InsightCRM. This is impacting customers in Mumbai. Logged by the duty manager.",2026-07-18T23:32:00+00:00,InsightCloud,Sales,Website,Jaipur,Consumer,3,in_progress
FB-10553,CU-3638,"For the record, The InsightAnalytics rollout is scheduled for next Monday in Mumbai. We have seen this twice already.",2026-06-25T21:41:00+00:00,InsightMobile,HR,Survey,Chennai,SMB,3,open
FB-10554,CU-6071,"To be clear, Documentation is outdated and caused a production misconfiguration. This is impacting customers in Delhi. Sharing this from the field.",2026-05-10T15:06:00+00:00,InsightPay,Operations,Mobile App,Chennai,Enterprise,2,in_progress
FB-10555,CU-3301,Authentication failures are blocking our entire sales team. Our enterprise account is affected.,2026-02-05T15:16:00+00:00,InsightPortal,Finance,Mobile App,Jaipur,Consumer,2,open
FB-10556,CU-1699,"Hi, It would help to have saved filters on the explorer table. I am following up because there was no response. Sharing this from the field.",2025-12-22T21:26:00+00:00,InsightPortal,Product,Website,New York,SMB,3,resolved
FB-10557,CU-9767,Quick update: Delivery to Bangalore was earlier than the estimated date. This is impacting customers in Jaipur.,2026-05-21T02:22:00+00:00,InsightPortal,Operations,Internal,Surat,Enterprise,4,open
FB-10558,CU-8447,"Hi, I am angry that the ticket was closed without a resolution. This is impacting customers in Surat. Please advise.",2026-05-29T23:30:00+00:00,InsightCloud,Customer Support,Website,Kolkata,SMB,1,closed
FB-10559,CU-5129,"Hi, Billing error created an unauthorized charge on our card. This happened after the latest update. Looking forward to a fix.",2026-01-24T00:48:00+00:00,InsightChat,Product,Email,Surat,SMB,1,open
FB-10560,CU-7866,"Hi, Payment reconciliation finally works without manual edits. This is impacting customers in London. Thanks.",2026-02-26T09:10:00+00:00,InsightCRM,Product,Internal,Chennai,Partner,4,resolved
FB-10561,CU-6185,Documentation is outdated and caused a production misconfiguration. I am following up because there was no response. Sharing this from the field.,2026-06-04T21:37:00+00:00,InsightMobile,Product,Website,Mumbai,Consumer,1,closed
FB-10562,CU-4581,"For the record, Great improvement in mobile performance this month. This is impacting customers in Kolkata.",2026-03-26T20:37:00+00:00,InsightCloud,Customer Support,Call Center,Pune,Internal,5,in_progress
FB-10563,CU-9177,"To be clear, I am angry that the ticket was closed without a resolution. The issue started last Thursday.",2026-02-16T09:32:00+00:00,InsightCloud,Customer Support,Internal,Pune,Consumer,1,open
FB-10564,CU-8167,"Hi, It would help to have saved filters on the explorer table. We have seen this twice already. Thanks.",2026-04-18T13:24:00+00:00,InsightAnalytics,HR,Social Media,New York,Partner,4,closed
FB-10565,CU-8276,Please confirm whether SSO is enabled for partner accounts. Please treat this as high priority. Sharing this from the field.,2026-06-10T19:59:00+00:00,InsightCloud,Finance,Website,London,Startup,3,resolved
FB-10566,CU-4668,"Hi, Mobile users report they cannot complete signup on InsightChat. The issue started last Thursday. Looking forward to a fix.",2026-06-19T23:25:00+00:00,InsightPay,Product,Social Media,Bangalore,Internal,2,open
FB-10567,CU-3792,The current plan is acceptable but we will compare alternatives. The issue started last Thursday.,2026-07-04T16:52:00+00:00,InsightSecure,Product,Chat,Delhi,Partner,3,closed
FB-10568,CU-4784,"For the record, I am angry that the ticket was closed without a resolution. I am following up because there was no response. Looking forward to a fix.",2026-07-20T10:33:00+00:00,InsightMobile,Customer Support,Mobile App,New York,SMB,2,in_progress
FB-10569,CU-9907,"Hello team, InsightSecure audit logs are exactly what compliance needed. Our enterprise account is affected.",2025-12-03T20:49:00+00:00,InsightMobile,Customer Support,Mobile App,Jaipur,Consumer,4,open
FB-10570,CU-2359,"Hello team, Feature request: webhook retries with exponential backoff. The issue started last Thursday. Sharing this from the field.",2026-06-16T08:42:00+00:00,InsightPay,Product,Email,London,Enterprise,4,resolved
FB-10571,CU-4407,"Hello team, Customer support resolved our incident in twenty minutes. I am following up because there was no response. Please advise.",2025-12-20T15:54:00+00:00,InsightSecure,Customer Support,Chat,Surat,Consumer,5,resolved
FB-10572,CU-6616,"For the record, I am delighted with the quality of the latest InsightCloud release. This is impacting customers in Hyderabad. Looking forward to a fix.",2025-12-03T05:42:00+00:00,InsightPay,Customer Support,Survey,Chennai,Partner,4,in_progress
FB-10573,CU-6366,Price increase was communicated poorly and feels unjustified. The issue started last Thursday. Sharing this from the field.,2026-07-10T11:07:00+00:00,InsightCRM,Customer Support,Email,Delhi,Enterprise,1,resolved
FB-10574,CU-5097,"For the record, Sharing an FYI that finance will review invoices tomorrow. The issue started last Thursday. Sharing this from the field.",2026-06-09T15:27:00+00:00,InsightChat,Operations,Email,Delhi,Internal,3,resolved
FB-10575,CU-6222,"Hello team, Documentation update saved our engineering team hours. I am following up because there was no response. Logged by the duty manager.",2026-03-19T19:47:00+00:00,InsightAnalytics,HR,Mobile App,Jaipur,Consumer,5,in_progress
FB-10576,CU-1490,"Hi, Great improvement in mobile performance this month. We have seen this twice already. Sharing this from the field.",2026-06-30T20:33:00+00:00,InsightSecure,Engineering,Mobile App,Mumbai,Startup,5,in_progress
FB-10577,CU-6268,"Hi, Response time from customer support is getting worse every week. I attached screenshots in the original ticket.",2025-12-03T22:21:00+00:00,InsightCRM,Customer Support,Call Center,Kolkata,Enterprise,2,in_progress
FB-10578,CU-6244,"To be clear, Sales team prepared a thoughtful demo for our executives. A workaround exists but it is not acceptable long term. Logged by the duty manager.",2026-03-18T21:48:00+00:00,InsightChat,Product,Call Center,Delhi,Enterprise,4,resolved
FB-10579,CU-1076,"To be clear, Payment reconciliation finally works without manual edits. Please treat this as high priority. Please advise.",2026-04-27T00:18:00+00:00,InsightPay,Finance,Internal,Bangalore,SMB,5,resolved
FB-10580,CU-6131,We are happy with the reliability of InsightPay this quarter. This happened after the latest update. Looking forward to a fix.,2026-02-20T11:25:00+00:00,InsightCloud,Sales,Internal,Jaipur,Enterprise,5,in_progress
FB-10581,CU-3788,I am delighted with the quality of the latest InsightPortal release. Please treat this as high priority.,2026-01-05T03:20:00+00:00,InsightChat,Operations,Mobile App,Delhi,Internal,4,closed
FB-10582,CU-3790,Call center agents read from a script and did not understand the issue. This happened after the latest update.,2026-02-06T10:44:00+00:00,InsightChat,Product,Email,Jaipur,Consumer,1,open
FB-10583,CU-2504,"To be clear, Package for InsightChat arrived damaged in London. The team mentioned InsightCloud in the weekly review. Thanks.",2026-04-05T08:20:00+00:00,InsightPortal,Operations,Social Media,Singapore,Startup,2,resolved
FB-10584,CU-6577,Response time from customer support is getting worse every week. Please treat this as high priority. Thanks.,2026-03-30T12:12:00+00:00,InsightPortal,Customer Support,Call Center,Dubai,Partner,1,resolved
FB-10585,CU-7556,"To be clear, Great improvement in mobile performance this month. The team mentioned InsightMobile in the weekly review.",2026-03-09T14:55:00+00:00,InsightCRM,HR,Call Center,Surat,Startup,4,in_progress
FB-10586,CU-5351,Chat support was knowledgeable and patient. The team mentioned InsightCloud in the weekly review. Thanks.,2026-02-07T00:30:00+00:00,InsightPortal,Customer Support,Mobile App,Kolkata,Enterprise,4,open
FB-10587,CU-5816,"Hi, I am angry that the ticket was closed without a resolution. I attached screenshots in the original ticket. Please advise.",2026-03-08T23:59:00+00:00,InsightChat,Customer Support,Call Center,Pune,SMB,2,in_progress
FB-10588,CU-4710,"Hello team, I am delighted with the quality of the latest InsightChat release. This happened after the latest update.",2026-02-07T07:04:00+00:00,InsightCloud,Product,Chat,Pune,Consumer,4,open
FB-10589,CU-4032,"Hello team, Noting that the internal survey was completed by HR. The issue started last Thursday. Please advise.",2026-05-02T09:46:00+00:00,InsightPay,Customer Support,Internal,New York,Startup,3,resolved
FB-10590,CU-5322,"Hi, Delivery to London was earlier than the estimated date. Please treat this as high priority. Looking forward to a fix.",2026-04-01T13:21:00+00:00,InsightPay,Operations,Mobile App,Mumbai,Internal,4,resolved
FB-10591,CU-9243,"Hello team, The latest release introduced a severe performance regression. This happened after the latest update. Looking forward to a fix.",2026-04-25T21:18:00+00:00,InsightCRM,Sales,Email,Singapore,SMB,1,resolved
FB-10592,CU-8935,Quick update: Refund for a failed InsightPortal payment is still pending. I attached screenshots in the original ticket. Please advise.,2026-06-30T11:19:00+00:00,InsightSecure,Customer Support,Mobile App,Bangalore,Internal,1,in_progress
FB-10593,CU-2462,Quick update: Delivery to Dubai was earlier than the estimated date. The issue started last Thursday.,2026-05-28T13:23:00+00:00,InsightCRM,Operations,Call Center,Pune,Internal,4,open
FB-10594,CU-9520,"Hi, Call center agents read from a script and did not understand the issue. We have seen this twice already. Please advise.",2026-07-30T08:19:00+00:00,InsightCRM,Customer Support,Survey,Dubai,Partner,2,open
FB-10595,CU-8976,"For the record, Where can I find the data retention policy? Please treat this as high priority. Thanks.",2026-04-13T09:39:00+00:00,InsightMobile,Product,Social Media,Surat,Startup,4,open
FB-10596,CU-9224,Quick update: Authentication failures are blocking our entire sales team. The team mentioned InsightAnalytics in the weekly review. Please advise.,2026-02-03T04:22:00+00:00,InsightAnalytics,HR,Email,Surat,Internal,1,open
FB-10597,CU-5280,We may add twenty more seats if the trial goes well. Please treat this as high priority. Looking forward to a fix.,2026-05-13T12:27:00+00:00,InsightChat,Customer Support,Social Media,Jaipur,Startup,3,open
FB-10598,CU-8555,"Hello team, We are happy with the reliability of InsightSecure this quarter. I am following up because there was no response. Please advise.",2026-01-21T09:19:00+00:00,InsightCloud,Product,Email,Pune,Consumer,4,open
FB-10599,CU-3303,Quick update: Appreciate the proactive outage communication. I attached screenshots in the original ticket. Looking forward to a fix.,2025-12-08T17:01:00+00:00,InsightChat,Customer Support,Social Media,Singapore,SMB,5,in_progress
FB-10600,CU-2753,"For the record, Duplicate invoices were sent to finance after renewal. This is impacting customers in Pune.",2026-07-03T01:05:00+00:00,InsightPay,Product,Survey,Jaipur,Enterprise,2,resolved
FB-10601,CU-9115,"To be clear, Appreciate the proactive outage communication. This happened after the latest update. Logged by the duty manager.",2025-12-14T22:13:00+00:00,InsightMobile,Sales,Email,Delhi,Internal,5,resolved
FB-10602,CU-8761,Authentication failures are blocking our entire sales team. The team mentioned InsightCRM in the weekly review.,2026-04-13T03:15:00+00:00,InsightCRM,Customer Support,Website,Dubai,Partner,1,in_progress
FB-10603,CU-3396,"Hello team, Support never called back after I reported a critical outage. The team mentioned InsightMobile in the weekly review. Sharing this from the field.",2026-03-23T21:39:00+00:00,InsightCloud,Customer Support,Website,Mumbai,SMB,2,resolved
FB-10604,CU-2758,"For the record, Delivery to Chennai was earlier than the estimated date. The team mentioned InsightAnalytics in the weekly review.",2026-05-20T08:25:00+00:00,InsightChat,Operations,Internal,Pune,Consumer,5,open
FB-10605,CU-8509,"For the record, Support never called back after I reported a critical outage. I am following up because there was no response. Logged by the duty manager.",2025-12-11T11:08:00+00:00,InsightPortal,Customer Support,Social Media,Ahmedabad,SMB,2,open
FB-10606,CU-3294,"Average experience so far, we are still evaluating InsightCRM. A workaround exists but it is not acceptable long term. Thanks.",2026-05-17T23:36:00+00:00,InsightSecure,Engineering,Social Media,Singapore,Internal,3,open
FB-10607,CU-7615,"For the record, We are happy with the reliability of InsightPortal this quarter. The team mentioned InsightMobile in the weekly review. Sharing this from the field.",2026-01-03T22:20:00+00:00,InsightSecure,Sales,Mobile App,Ahmedabad,Enterprise,5,resolved
FB-10608,CU-2014,"Hello team, Support never called back after I reported a critical outage. The team mentioned InsightSecure in the weekly review. Logged by the duty manager.",2026-06-05T12:48:00+00:00,InsightChat,Customer Support,Social Media,Surat,Enterprise,1,resolved
FB-10609,CU-8168,Quick update: The latest release introduced a severe performance regression. I attached screenshots in the original ticket. Looking forward to a fix.,2026-04-22T06:12:00+00:00,InsightAnalytics,Customer Support,Social Media,Delhi,SMB,2,resolved
FB-10610,CU-9955,"For the record, Sales team prepared a thoughtful demo for our executives. I am following up because there was no response.",2026-07-17T00:23:00+00:00,InsightChat,Sales,Mobile App,Hyderabad,SMB,4,resolved
FB-10611,CU-7162,"Hi, Need access for two additional analysts this week. The issue started last Thursday. Please advise.",2026-06-24T02:28:00+00:00,InsightChat,Finance,Mobile App,Jaipur,Enterprise,4,open
FB-10612,CU-3586,"To be clear, Customer support resolved our incident in twenty minutes. The issue started last Thursday. Please advise.",2026-07-25T08:24:00+00:00,InsightSecure,Customer Support,Social Media,Surat,Partner,4,in_progress
FB-10613,CU-5274,"For the record, Noting that the internal survey was completed by HR. I am following up because there was no response.",2026-05-17T00:02:00+00:00,InsightSecure,Engineering,Call Center,Hyderabad,Enterprise,3,open
FB-10614,CU-8844,Appreciate the proactive outage communication. This happened after the latest update. Sharing this from the field.,2026-02-27T02:26:00+00:00,InsightCloud,Sales,Email,Bangalore,Internal,5,open
FB-10615,CU-1296,"Hi, Price increase was communicated poorly and feels unjustified. I attached screenshots in the original ticket. Thanks.",2026-06-17T06:34:00+00:00,InsightChat,Customer Support,Internal,Ahmedabad,Consumer,1,resolved
FB-10616,CU-4801,Documentation update saved our engineering team hours. We have seen this twice already. Sharing this from the field.,2026-02-26T13:58:00+00:00,InsightPay,Operations,Mobile App,Jaipur,Enterprise,5,open
FB-10617,CU-5001,Noting that the internal survey was completed by HR. This happened after the latest update.,2026-01-16T09:02:00+00:00,InsightSecure,Product,Social Media,Mumbai,Partner,3,in_progress
FB-10618,CU-5001,"For the record, The interface redesign is intuitive and reduced training time. Our enterprise account is affected. Logged by the duty manager.",2026-06-01T09:23:00+00:00,InsightAnalytics,HR,Social Media,Hyderabad,Internal,5,in_progress
FB-10619,CU-7101,The latest release introduced a severe performance regression. I am following up because there was no response. Thanks.,2026-02-17T23:35:00+00:00,InsightCRM,Customer Support,Email,Ahmedabad,SMB,1,resolved
FB-10620,CU-1308,"Hi, I am delighted with the quality of the latest InsightCloud release. The team mentioned InsightPay in the weekly review. Sharing this from the field.",2025-12-16T08:54:00+00:00,InsightChat,Engineering,Chat,Pune,Consumer,5,open
FB-10621,CU-1448,"To be clear, We cannot login to InsightChat since the last update. This happened after the latest update. Please advise.",2026-07-25T08:51:00+00:00,InsightCRM,Engineering,Survey,New York,Partner,2,in_progress
FB-10622,CU-7247,"For the record, Appreciate the proactive outage communication. Please treat this as high priority. Please advise.",2026-04-26T23:36:00+00:00,InsightAnalytics,Operations,Internal,New York,SMB,5,open
FB-10623,CU-1202,"To be clear, The courier missed the delivery window three times in Delhi. A workaround exists but it is not acceptable long term. Looking forward to a fix.",2026-03-03T08:42:00+00:00,InsightAnalytics,Operations,Mobile App,Bangalore,Partner,2,resolved
FB-10624,CU-2303,Is there a sandbox for InsightPay chargebacks? The team mentioned InsightPay in the weekly review. Looking forward to a fix.,2026-05-13T17:13:00+00:00,InsightChat,Customer Support,Social Media,Jaipur,Partner,3,open
FB-10625,CU-2875,Quick update: We cannot login to InsightAnalytics since the last update. Our enterprise account is affected. Thanks.,2026-01-07T19:41:00+00:00,InsightPay,Engineering,Website,Mumbai,Internal,1,in_progress
FB-10626,CU-2788,"Hi, Great improvement in mobile performance this month. The issue started last Thursday. Please advise.",2026-04-18T22:02:00+00:00,InsightCRM,Product,Mobile App,Kolkata,Consumer,4,open
FB-10627,CU-7686,"For the record, Billing error created an unauthorized charge on our card. I attached screenshots in the original ticket. Looking forward to a fix.",2026-02-22T19:50:00+00:00,InsightSecure,Customer Support,Survey,Chennai,Startup,1,resolved
FB-10628,CU-7206,"To be clear, The InsightAnalytics checkout failed and I was still charged. I am following up because there was no response. Thanks.",2026-06-18T23:32:00+00:00,InsightSecure,Operations,Website,London,Internal,2,open
FB-10629,CU-5410,"For the record, Consider adding a weekly digest for managers. The issue started last Thursday.",2026-03-31T21:33:00+00:00,InsightPortal,Product,Call Center,Dubai,Partner,3,open
FB-10630,CU-9284,Response time from customer support is getting worse every week. The team mentioned InsightSecure in the weekly review. Logged by the duty manager.,2026-08-03T13:23:00+00:00,InsightCloud,Customer Support,Mobile App,Hyderabad,Internal,2,in_progress
FB-10631,CU-6142,Quick update: Documentation is outdated and caused a production misconfiguration. We have seen this twice already. Logged by the duty manager.,2026-05-05T08:50:00+00:00,InsightAnalytics,Product,Mobile App,Surat,Consumer,1,in_progress
FB-10632,CU-2654,Where can I find the data retention policy? The issue started last Thursday. Thanks.,2026-06-14T17:45:00+00:00,InsightPortal,Finance,Email,Dubai,Enterprise,3,resolved
FB-10633,CU-6515,"Hi, We cannot login to InsightCloud since the last update. A workaround exists but it is not acceptable long term. Thanks.",2026-01-31T22:18:00+00:00,InsightCloud,Engineering,Mobile App,New York,Enterprise,2,open
FB-10634,CU-1127,Quick update: Feature request: webhook retries with exponential backoff. The team mentioned InsightChat in the weekly review. Logged by the duty manager.,2026-06-04T18:58:00+00:00,InsightCloud,Operations,Survey,London,Internal,4,in_progress
FB-10635,CU-6288,Quick update: We cannot login to InsightAnalytics since the last update. Please treat this as high priority. Please advise.,2026-07-18T16:37:00+00:00,InsightChat,Engineering,Chat,Hyderabad,SMB,2,closed
FB-10636,CU-5726,"Hi, Billing error created an unauthorized charge on our card. Our enterprise account is affected. Please advise.",2026-02-09T15:28:00+00:00,InsightCRM,Operations,Social Media,Jaipur,Enterprise,2,closed
FB-10637,CU-4328,"To be clear, Delivery to Delhi was earlier than the estimated date. A workaround exists but it is not acceptable long term.",2025-12-02T15:53:00+00:00,InsightPay,Operations,Social Media,Jaipur,Consumer,5,resolved
FB-10638,CU-2295,Quick update: Chat support was knowledgeable and patient. Please treat this as high priority. Looking forward to a fix.,2026-02-10T23:42:00+00:00,InsightCloud,Customer Support,Call Center,New York,Enterprise,5,open
FB-10639,CU-1583,"For the record, Payment reconciliation finally works without manual edits. A workaround exists but it is not acceptable long term. Please advise.",2026-07-27T22:50:00+00:00,InsightSecure,Operations,Website,Delhi,SMB,4,in_progress
FB-10640,CU-4509,"Hello team, We may add twenty more seats if the trial goes well. The team mentioned InsightMobile in the weekly review. Logged by the duty manager.",2026-01-20T20:56:00+00:00,InsightCloud,Sales,Website,Pune,Enterprise,3,in_progress
FB-10641,CU-4799,Quick update: Appreciate the proactive outage communication. This is impacting customers in Jaipur. Logged by the duty manager.,2026-02-28T15:33:00+00:00,InsightMobile,Product,Social Media,London,Consumer,5,in_progress
FB-10642,CU-3886,"Hello team, Refund was issued quickly and with a clear explanation. The team mentioned InsightAnalytics in the weekly review.",2026-02-22T07:42:00+00:00,InsightChat,Customer Support,Internal,Hyderabad,Internal,5,open
FB-10643,CU-6295,Quick update: Appreciate the proactive outage communication. The team mentioned InsightPortal in the weekly review. Logged by the duty manager.,2026-02-07T16:13:00+00:00,InsightChat,Customer Support,Social Media,London,Startup,4,in_progress
FB-10644,CU-3728,"For the record, It would help to have saved filters on the explorer table. This happened after the latest update. Thanks.",2026-02-17T14:26:00+00:00,InsightCRM,Sales,Call Center,Singapore,Internal,4,open
FB-10645,CU-1806,Where can I find the data retention policy? I am following up because there was no response. Looking forward to a fix.,2026-07-22T11:49:00+00:00,InsightCloud,Finance,Call Center,Hyderabad,Partner,4,open
FB-10646,CU-1328,"Hello team, Call center agents read from a script and did not understand the issue. The issue started last Thursday. Please advise.",2026-04-21T23:15:00+00:00,InsightPay,Customer Support,Mobile App,Kolkata,Consumer,1,resolved
FB-10647,CU-2391,"Hi, Authentication failures are blocking our entire sales team. The issue started last Thursday. Logged by the duty manager.",2026-03-13T04:52:00+00:00,InsightAnalytics,HR,Mobile App,Surat,Partner,2,resolved
FB-10648,CU-9394,"For the record, It would help to have saved filters on the explorer table. A workaround exists but it is not acceptable long term. Sharing this from the field.",2026-07-08T09:50:00+00:00,InsightSecure,Engineering,Website,Bangalore,Startup,3,in_progress
FB-10649,CU-1282,"Hello team, Search is too slow to be usable during business hours. Our enterprise account is affected. Looking forward to a fix.",2026-02-11T22:34:00+00:00,InsightCRM,Engineering,Internal,New York,Consumer,2,closed
FB-10650,CU-2370,"Hello team, Need access for two additional analysts this week. The issue started last Thursday. Looking forward to a fix.",2025-12-28T20:19:00+00:00,InsightSecure,Operations,Mobile App,Kolkata,SMB,3,open
FB-10651,CU-6535,Quick update: Where can I find the data retention policy? We have seen this twice already. Sharing this from the field.,2025-12-16T15:16:00+00:00,InsightChat,Product,Email,Ahmedabad,Startup,4,resolved
FB-10652,CU-7974,Quick update: Chat support was knowledgeable and patient. The issue started last Thursday. Please advise.,2026-03-29T22:30:00+00:00,InsightCloud,Customer Support,Mobile App,Pune,SMB,5,resolved
FB-10653,CU-1151,Quick update: Support never called back after I reported a critical outage. The team mentioned InsightCloud in the weekly review. Looking forward to a fix.,2026-04-04T04:47:00+00:00,InsightChat,Customer Support,Social Media,Surat,Consumer,2,closed
FB-10654,CU-5116,"For the record, We are happy with the reliability of InsightAnalytics this quarter. I attached screenshots in the original ticket. Thanks.",2026-05-25T06:51:00+00:00,InsightSecure,Customer Support,Internal,Chennai,SMB,4,closed
FB-10655,CU-2537,"Hi, Need access for two additional analysts this week. A workaround exists but it is not acceptable long term. Looking forward to a fix.",2025-12-18T00:19:00+00:00,InsightCRM,Operations,Internal,Hyderabad,Enterprise,3,open
FB-10656,CU-7607,"For the record, Delivery to Hyderabad was earlier than the estimated date. A workaround exists but it is not acceptable long term.",2026-06-29T13:37:00+00:00,InsightAnalytics,Operations,Social Media,Kolkata,Partner,4,resolved
FB-10657,CU-5542,"Hi, Search is too slow to be usable during business hours. The issue started last Thursday. Sharing this from the field.",2026-04-30T20:49:00+00:00,InsightChat,Product,Internal,Delhi,SMB,2,open
FB-10658,CU-8728,"Hello team, Billing error created an unauthorized charge on our card. I am following up because there was no response. Looking forward to a fix.",2026-07-18T01:08:00+00:00,InsightPortal,Engineering,Survey,Bangalore,Partner,1,resolved
FB-10659,CU-5550,"Hi, I am angry that the ticket was closed without a resolution. This is impacting customers in Hyderabad. Sharing this from the field.",2026-07-15T19:53:00+00:00,InsightCRM,Customer Support,Email,Dubai,Consumer,1,in_progress
FB-10660,CU-4129,"Hi, InsightSecure audit logs are exactly what compliance needed. Please treat this as high priority. Thanks.",2026-06-16T21:22:00+00:00,InsightChat,Operations,Chat,Hyderabad,SMB,4,closed
FB-10661,CU-5473,"To be clear, We may add twenty more seats if the trial goes well. A workaround exists but it is not acceptable long term. Please advise.",2026-07-23T08:32:00+00:00,InsightPay,Sales,Website,London,Startup,3,resolved
FB-10662,CU-7054,"For the record, Appreciate the proactive outage communication. This happened after the latest update. Looking forward to a fix.",2026-04-05T05:30:00+00:00,InsightCloud,Customer Support,Website,Jaipur,Internal,5,open
FB-10663,CU-1273,Quick update: Is there a sandbox for InsightPay chargebacks? This is impacting customers in Ahmedabad. Logged by the duty manager.,2025-12-25T17:17:00+00:00,InsightCRM,Finance,Survey,Dubai,Internal,3,resolved
FB-10664,CU-3827,"For the record, We cannot login to InsightSecure since the last update. This happened after the latest update. Logged by the duty manager.",2026-06-30T16:09:00+00:00,InsightAnalytics,Engineering,Internal,Ahmedabad,Startup,1,resolved
FB-10665,CU-2904,"To be clear, Documentation update saved our engineering team hours. This happened after the latest update. Please advise.",2026-04-25T22:05:00+00:00,InsightPortal,Customer Support,Mobile App,Mumbai,Internal,4,open
FB-10666,CU-3174,"Hi, Delivery was extremely late and customer support did not respond. This happened after the latest update. Looking forward to a fix.",2026-02-17T21:41:00+00:00,InsightCRM,Operations,Social Media,Ahmedabad,Consumer,1,resolved
FB-10667,CU-6957,"Hello team, Package for InsightSecure arrived damaged in Pune. The issue started last Thursday. Thanks.",2026-03-23T08:05:00+00:00,InsightPortal,Product,Survey,Singapore,Internal,2,in_progress
FB-10668,CU-6606,"To be clear, Consider adding a weekly digest for managers. I am following up because there was no response. Sharing this from the field.",2026-02-27T20:51:00+00:00,InsightAnalytics,Operations,Social Media,Surat,Partner,4,resolved
FB-10669,CU-2713,"Hello team, Mobile users report they cannot complete signup on InsightAnalytics. Please treat this as high priority. Looking forward to a fix.",2026-04-24T12:42:00+00:00,InsightPay,Product,Survey,Dubai,Enterprise,2,open
FB-10670,CU-7542,Quick update: Great improvement in mobile performance this month. I attached screenshots in the original ticket. Sharing this from the field.,2026-06-26T19:29:00+00:00,InsightChat,Customer Support,Internal,Dubai,SMB,4,open
FB-10671,CU-1467,"Hello team, Refund for a failed InsightPortal payment is still pending. This is impacting customers in Ahmedabad. Sharing this from the field.",2026-06-17T08:36:00+00:00,InsightChat,Sales,Email,Kolkata,SMB,2,closed
FB-10672,CU-8546,"Hi, Need access for two additional analysts this week. We have seen this twice already.",2026-06-24T11:29:00+00:00,InsightChat,Operations,Website,London,SMB,3,open
FB-10673,CU-6647,Authentication failures are blocking our entire sales team. The issue started last Thursday. Logged by the duty manager.,2026-04-22T11:00:00+00:00,InsightPortal,Operations,Mobile App,Chennai,Partner,2,resolved
FB-10674,CU-7956,"Hello team, We are happy with the reliability of InsightPortal this quarter. This is impacting customers in New York.",2026-06-14T04:25:00+00:00,InsightSecure,Product,Chat,Kolkata,Enterprise,5,open
FB-10675,CU-4769,"Hello team, Refund was issued quickly and with a clear explanation. I am following up because there was no response. Please advise.",2026-06-29T00:39:00+00:00,InsightChat,Customer Support,Email,Chennai,SMB,5,open
FB-10676,CU-7524,"Hi, I am frustrated that the InsightSecure app crashes during payment. We have seen this twice already. Please advise.",2025-12-09T08:26:00+00:00,InsightMobile,Engineering,Mobile App,Chennai,Enterprise,2,open
FB-10677,CU-1893,"Hello team, Consider adding a weekly digest for managers. This happened after the latest update. Sharing this from the field.",2026-03-27T00:31:00+00:00,InsightChat,Engineering,Social Media,Pune,Startup,3,resolved
FB-10678,CU-1113,"To be clear, Mobile users report they cannot complete signup on InsightSecure. The team mentioned InsightSecure in the weekly review. Please advise.",2026-04-16T12:55:00+00:00,InsightCloud,Operations,Survey,New York,Partner,2,open
FB-10679,CU-7974,Refund was issued quickly and with a clear explanation. This happened after the latest update.,2025-12-13T19:43:00+00:00,InsightSecure,Product,Survey,London,Startup,5,resolved
FB-10680,CU-7491,Quick update: The courier missed the delivery window three times in Bangalore. I attached screenshots in the original ticket. Please advise.,2026-05-02T03:22:00+00:00,InsightPay,Operations,Call Center,Mumbai,Enterprise,1,in_progress
FB-10681,CU-7107,"For the record, Package for InsightPortal arrived damaged in Pune. Our enterprise account is affected. Sharing this from the field.",2026-04-25T14:02:00+00:00,InsightCloud,Product,Website,Mumbai,Partner,2,closed
FB-10682,CU-2298,"For the record, We are happy with the reliability of InsightCloud this quarter. A workaround exists but it is not acceptable long term. Logged by the duty manager.",2025-12-06T05:47:00+00:00,InsightAnalytics,Finance,Chat,Surat,SMB,5,in_progress
