feedback_id,customer_id,date,text,product,department,channel,location,segment,rating,status,sentiment,emotion,category,intent,priority,severity
FB-10058,CU-3290,2026-07-21T22:19:00,"Hello team, Response time from customer support is getting worse every week. I am following up because there was no response. Logged by the duty manager.",InsightChat,Customer Support,Website,Ahmedabad,Startup,2,closed,positive,neutral,Customer Support,Request,low,2
FB-11709,CU-1432,2026-07-21T17:41:00,Quick update: Is there a sandbox for InsightPay chargebacks? This happened after the latest update.,InsightCRM,Finance,Survey,Pune,Startup,3,open,negative,disappointment,Technical Issue,Complaint,critical,5
FB-12159,CU-4445,2026-07-21T17:20:00,"To be clear, Delivery to Delhi was earlier than the estimated date. We have seen this twice already. Looking forward to a fix.",InsightChat,Operations,Social Media,Chennai,Consumer,4,open,negative,anger,Technical Issue,Bug Report,medium,2
FB-10740,CU-9818,2026-07-21T16:44:00,Great improvement in mobile performance this month. We have seen this twice already.,InsightAnalytics,HR,Email,Pune,Partner,4,resolved,negative,anger,Technical Issue,Bug Report,high,2
FB-11854,CU-8059,2026-07-21T09:46:00,"Hello team, Payment reconciliation finally works without manual edits. This is impacting customers in New York. Sharing this from the field.",InsightSecure,Finance,Email,London,Enterprise,4,closed,negative,anger,Customer Support,Information,medium,2
FB-11594,CU-2421,2026-07-21T02:09:00,"Hello team, Search is too slow to be usable during business hours. I attached screenshots in the original ticket. Logged by the duty manager.",InsightCRM,Customer Support,Survey,Hyderabad,Partner,1,closed,positive,joy,Product,Praise,low,2
FB-10236,CU-9842,2026-07-21T01:35:00,"To be clear, Please confirm whether SSO is enabled for partner accounts. A workaround exists but it is not acceptable long term. Sharing this from the field.",InsightAnalytics,Sales,Internal,London,SMB,4,open,neutral,neutral,UX/UI,Request,low,1
FB-11282,CU-9496,2026-07-21T00:21:00,"For the record, The interface redesign is intuitive and reduced training time. This is impacting customers in Mumbai. Logged by the duty manager.",InsightMobile,Customer Support,Email,Delhi,Startup,5,resolved,negative,neutral,UX/UI,Praise,low,1
FB-10736,CU-1653,2026-07-20T19:26:00,"Hello team, Consider adding a weekly digest for managers. Please treat this as high priority. Please advise.",InsightChat,Finance,Survey,London,Consumer,4,resolved,neutral,neutral,Other,Suggestion,low,1
FB-12012,CU-4613,2026-07-20T18:08:00,Quick update: Documentation update saved our engineering team hours. A workaround exists but it is not acceptable long term. Sharing this from the field.,InsightPay,HR,Email,Chennai,SMB,4,closed,neutral,frustration,UX/UI,Suggestion,low,1
FB-10425,CU-7586,2026-07-20T18:03:00,Quick update: Refund for a failed InsightChat payment is still pending. We have seen this twice already.,InsightAnalytics,Engineering,Social Media,New York,Internal,1,open,negative,anger,Technical Issue,Bug Report,critical,5
FB-10417,CU-1311,2026-07-20T15:14:00,"To be clear, Sales team prepared a thoughtful demo for our executives. The team mentioned InsightChat in the weekly review. Sharing this from the field.",InsightPay,Sales,Chat,Jaipur,Startup,5,in_progress,positive,joy,Product,Praise,low,1
FB-11214,CU-2613,2026-07-20T14:58:00,"For the record, Please confirm whether SSO is enabled for partner accounts. The issue started last Thursday.",InsightPortal,Product,Email,Delhi,Partner,4,open,neutral,neutral,Security,Request,low,1
FB-10337,CU-9039,2026-07-20T12:36:00,Quick update: The InsightPortal rollout is scheduled for next Monday in Mumbai. This happened after the latest update. Please advise.,InsightPay,Sales,Internal,Pune,Consumer,4,resolved,negative,frustration,Technical Issue,Complaint,high,2
FB-11609,CU-4421,2026-07-20T10:35:00,Quick update: Response time from customer support is getting worse every week. Please treat this as high priority.,InsightChat,Customer Support,Email,Kolkata,Consumer,2,in_progress,neutral,neutral,Customer Support,Request,low,2
FB-10568,CU-4784,2026-07-20T10:33:00,"For the record, I am angry that the ticket was closed without a resolution. I am following up because there was no response. Looking forward to a fix.",InsightMobile,Customer Support,Mobile App,New York,SMB,2,in_progress,negative,satisfaction,Customer Support,Praise,medium,2
FB-11193,CU-9155,2026-07-20T08:34:00,"Hi, We cannot login to InsightCRM since the last update. I am following up because there was no response.",InsightSecure,Engineering,Chat,Pune,Startup,2,open,negative,frustration,Technical Issue,Bug Report,critical,4
FB-10350,CU-7745,2026-07-20T05:36:00,"Hi, Mobile users report they cannot complete signup on InsightPortal. We have seen this twice already. Sharing this from the field.",InsightCRM,Customer Support,Internal,Dubai,SMB,2,in_progress,negative,anger,Technical Issue,Bug Report,critical,4
FB-11502,CU-4078,2026-07-20T03:52:00,"For the record, Appreciate the proactive outage communication. A workaround exists but it is not acceptable long term. Please advise.",InsightMobile,Finance,Chat,Singapore,Enterprise,5,open,neutral,neutral,UX/UI,Suggestion,medium,2
FB-10084,CU-3449,2026-07-20T02:01:00,"For the record, How do I export department analytics for last quarter? The team mentioned InsightMobile in the weekly review. Looking forward to a fix.",InsightAnalytics,Operations,Chat,Surat,Startup,4,open,neutral,confusion,Product,Praise,low,1
FB-11031,CU-5224,2026-07-19T23:49:00,"Hello team, Security alert fired after suspicious admin logins. Please treat this as high priority. Please advise.",InsightCloud,Engineering,Survey,Ahmedabad,SMB,1,open,neutral,anger,Security,Bug Report,critical,4
FB-10060,CU-5520,2026-07-19T20:22:00,"Hi, The latest release introduced a severe performance regression. The team mentioned InsightCRM in the weekly review.",InsightPay,Engineering,Call Center,Surat,Consumer,2,open,positive,disappointment,Product,Praise,medium,2
FB-10167,CU-1104,2026-07-19T17:48:00,"Hi, Billing error created an unauthorized charge on our card. Our enterprise account is affected. Sharing this from the field.",InsightCRM,Operations,Chat,Ahmedabad,SMB,2,in_progress,neutral,anger,Account,Request,high,4
FB-11094,CU-7763,2026-07-19T16:22:00,Quick update: Noting that the internal survey was completed by HR. This happened after the latest update.,InsightCRM,Product,Survey,Hyderabad,Consumer,3,resolved,negative,neutral,Technical Issue,Complaint,medium,2
FB-12105,CU-5097,2026-07-19T16:07:00,"Hi, Mobile users report they cannot complete signup on InsightChat. I attached screenshots in the original ticket. Sharing this from the field.",InsightSecure,Customer Support,Call Center,Hyderabad,Internal,2,resolved,negative,frustration,Technical Issue,Bug Report,critical,4
FB-11521,CU-5926,2026-07-19T10:51:00,Quick update: Sharing an FYI that finance will review invoices tomorrow. A workaround exists but it is not acceptable long term. Logged by the duty manager.,InsightPortal,Customer Support,Website,Dubai,SMB,4,open,neutral,neutral,Other,Information,low,2
FB-11920,CU-5317,2026-07-19T09:07:00,"For the record, Security alert fired after suspicious admin logins. Our enterprise account is affected.",InsightChat,Engineering,Call Center,Chennai,Consumer,2,open,neutral,anger,Security,Request,high,3
FB-11153,CU-9669,2026-07-19T02:29:00,"To be clear, The interface redesign is intuitive and reduced training time. We have seen this twice already. Thanks.",InsightPay,Product,Social Media,Bangalore,Startup,5,resolved,negative,anger,UX/UI,Praise,low,1
FB-10523,CU-5354,2026-07-19T01:10:00,"Hello team, Great improvement in mobile performance this month. The issue started last Thursday. Looking forward to a fix.",InsightCRM,Engineering,Mobile App,Pune,Consumer,5,in_progress,negative,frustration,Performance,Praise,low,1
FB-11556,CU-4577,2026-07-19T00:48:00,"Hello team, Refund was issued quickly and with a clear explanation. A workaround exists but it is not acceptable long term. Sharing this from the field.",InsightCloud,Sales,Email,Delhi,Startup,4,open,positive,satisfaction,Payment,Praise,low,2
FB-10552,CU-3460,2026-07-18T23:32:00,"For the record, Average experience so far, we are still evaluating InsightCRM. This is impacting customers in Mumbai. Logged by the duty manager.",InsightCloud,Sales,Website,Jaipur,Consumer,3,in_progress,negative,neutral,Product,Information,low,1
FB-12183,CU-8437,2026-07-18T21:32:00,We are happy with the reliability of InsightSecure this quarter. I am following up because there was no response. Looking forward to a fix.,InsightPortal,Finance,Mobile App,London,Internal,5,in_progress,positive,joy,Product,Praise,low,1
FB-10635,CU-6288,2026-07-18T16:37:00,Quick update: We cannot login to InsightAnalytics since the last update. Please treat this as high priority. Please advise.,InsightChat,Engineering,Chat,Hyderabad,SMB,2,closed,negative,frustration,Technical Issue,Bug Report,critical,4
FB-11045,CU-5002,2026-07-18T13:53:00,"For the record, Response time from customer support is getting worse every week. Please treat this as high priority.",InsightPay,Customer Support,Website,London,Partner,2,in_progress,neutral,neutral,Customer Support,Request,medium,2
FB-11598,CU-1005,2026-07-18T08:55:00,"For the record, Response time from customer support is getting worse every week. I am following up because there was no response. Logged by the duty manager.",InsightSecure,Customer Support,Social Media,Kolkata,Startup,2,closed,neutral,neutral,Customer Support,Request,low,2
FB-11509,CU-6096,2026-07-18T06:29:00,"To be clear, Sharing an FYI that finance will review invoices tomorrow. The team mentioned InsightSecure in the weekly review. Sharing this from the field.",InsightPay,Product,Email,Bangalore,Startup,4,closed,neutral,neutral,Product,Information,low,2
FB-10461,CU-4581,2026-07-18T06:28:00,"To be clear, I am delighted with the quality of the latest InsightPortal release. Our enterprise account is affected. Logged by the duty manager.",InsightCRM,Engineering,Social Media,Pune,Consumer,4,in_progress,positive,joy,Product,Praise,low,1
FB-11069,CU-5375,2026-07-18T05:27:00,"Hello team, Feature request: webhook retries with exponential backoff. Our enterprise account is affected. Please advise.",InsightPortal,Product,Internal,Ahmedabad,Enterprise,3,in_progress,neutral,neutral,Account,Request,low,1
FB-12019,CU-1390,2026-07-18T05:07:00,"For the record, Search is too slow to be usable during business hours. We have seen this twice already. Thanks.",InsightSecure,Sales,Website,Chennai,Internal,2,resolved,negative,anger,Technical Issue,Bug Report,high,3
FB-10421,CU-1826,2026-07-18T04:54:00,"Hi, Response time from customer support is getting worse every week. The issue started last Thursday. Please advise.",InsightCloud,Customer Support,Internal,Singapore,Consumer,2,closed,neutral,neutral,Customer Support,Request,low,2
FB-11099,CU-1821,2026-07-18T04:36:00,"To be clear, Documentation update saved our engineering team hours. A workaround exists but it is not acceptable long term. Logged by the duty manager.",InsightAnalytics,Engineering,Email,Singapore,Internal,5,open,positive,joy,Product,Praise,low,1
FB-10883,CU-1718,2026-07-18T04:14:00,"Average experience so far, we are still evaluating InsightSecure. The issue started last Thursday. Logged by the duty manager.",InsightChat,HR,Call Center,Chennai,Consumer,3,in_progress,negative,anger,Product,Complaint,high,2
FB-10658,CU-8728,2026-07-18T01:08:00,"Hello team, Billing error created an unauthorized charge on our card. I am following up because there was no response. Looking forward to a fix.",InsightPortal,Engineering,Survey,Bangalore,Partner,1,resolved,negative,anger,Payment,Praise,critical,5
FB-10324,CU-3945,2026-07-17T22:38:00,Delivery was extremely late and customer support did not respond. The team mentioned InsightChat in the weekly review. Thanks.,InsightChat,Operations,Internal,Kolkata,Consumer,2,in_progress,negative,frustration,Customer Support,Complaint,critical,3
FB-11757,CU-2217,2026-07-17T21:49:00,"For the record, Refund was issued quickly and with a clear explanation. I attached screenshots in the original ticket. Please advise.",InsightMobile,Customer Support,Chat,London,Startup,4,open,positive,satisfaction,Payment,Praise,low,2
FB-10259,CU-8972,2026-07-17T20:33:00,Chat support was knowledgeable and patient. We have seen this twice already. Thanks.,InsightSecure,Customer Support,Social Media,Bangalore,Partner,5,resolved,negative,anger,Customer Support,Bug Report,medium,1
FB-11891,CU-6087,2026-07-17T11:38:00,Quick update: We may add twenty more seats if the trial goes well. The team mentioned InsightPay in the weekly review.,InsightAnalytics,Sales,Chat,Chennai,Startup,3,closed,neutral,joy,Product,Praise,low,1
FB-11033,CU-5974,2026-07-17T09:59:00,"To be clear, Call center agents read from a script and did not understand the issue. This is impacting customers in Delhi. Sharing this from the field.",InsightCRM,Sales,Email,Hyderabad,SMB,2,in_progress,negative,anger,Customer Support,Complaint,high,2
FB-11629,CU-4808,2026-07-17T07:15:00,Quick update: The latest release introduced a severe performance regression. The team mentioned InsightCRM in the weekly review. Thanks.,InsightPay,Engineering,Social Media,Hyderabad,SMB,1,resolved,negative,disappointment,Product,Complaint,critical,3
FB-12144,CU-4480,2026-07-17T06:49:00,"For the record, Documentation update saved our engineering team hours. This is impacting customers in Dubai. Sharing this from the field.",InsightAnalytics,Customer Support,Internal,Kolkata,SMB,5,in_progress,neutral,neutral,Documentation,Praise,low,1
FB-11964,CU-4372,2026-07-17T06:04:00,"Hi, Package for InsightCloud arrived damaged in Surat. We have seen this twice already. Sharing this from the field.",InsightCloud,Product,Call Center,Surat,Enterprise,2,closed,negative,anger,Technical Issue,Bug Report,critical,4
FB-12165,CU-2189,2026-07-17T04:57:00,"For the record, I am delighted with the quality of the latest InsightAnalytics release. I attached screenshots in the original ticket. Sharing this from the field.",InsightAnalytics,Customer Support,Website,Pune,Consumer,4,resolved,positive,joy,Service,Praise,low,1
FB-11401,CU-7181,2026-07-17T04:33:00,"For the record, Search is too slow to be usable during business hours. This is impacting customers in Jaipur.",InsightChat,Customer Support,Mobile App,New York,Enterprise,2,in_progress,negative,neutral,Performance,Praise,medium,2
FB-11353,CU-5480,2026-07-17T03:14:00,"To be clear, We cannot login to InsightMobile since the last update. A workaround exists but it is not acceptable long term. Sharing this from the field.",InsightAnalytics,Engineering,Internal,Pune,Internal,2,closed,negative,frustration,Technical Issue,Bug Report,high,3
FB-10995,CU-5279,2026-07-17T02:20:00,"To be clear, We may add twenty more seats if the trial goes well. I am following up because there was no response. Looking forward to a fix.",InsightSecure,Sales,Survey,Singapore,Internal,3,open,positive,anger,Product,Praise,low,1
FB-11641,CU-5316,2026-07-17T02:16:00,"To be clear, Can you schedule a training session for the operations team? Our enterprise account is affected. Sharing this from the field.",InsightChat,Engineering,Website,Pune,Consumer,3,in_progress,neutral,neutral,Account,Request,low,1
FB-11776,CU-7245,2026-07-17T02:04:00,"Hi, I am frustrated that the InsightSecure app crashes during payment. We have seen this twice already. Logged by the duty manager.",InsightChat,Engineering,Mobile App,Surat,Startup,2,in_progress,negative,anger,Technical Issue,Bug Report,critical,5
FB-10999,CU-6054,2026-07-17T00:36:00,"Hi, Sharing an FYI that finance will review invoices tomorrow. Our enterprise account is affected. Looking forward to a fix.",InsightPortal,HR,Survey,Delhi,SMB,3,resolved,neutral,neutral,Account,Information,low,2
FB-10610,CU-9955,2026-07-17T00:23:00,"For the record, Sales team prepared a thoughtful demo for our executives. I am following up because there was no response.",InsightChat,Sales,Mobile App,Hyderabad,SMB,4,resolved,positive,joy,Service,Praise,low,1
FB-11117,CU-6352,2026-07-17T00:06:00,Quick update: Please confirm whether SSO is enabled for partner accounts. We have seen this twice already. Sharing this from the field.,InsightCloud,Sales,Social Media,Kolkata,Partner,3,open,negative,anger,Technical Issue,Request,medium,2
FB-12131,CU-5317,2026-07-16T04:36:00,"Hi, Package for InsightChat arrived damaged in Surat. I am following up because there was no response. Logged by the duty manager.",InsightAnalytics,Sales,Social Media,Delhi,Internal,1,resolved,positive,frustration,Delivery,Praise,low,2
FB-10870,CU-2291,2026-07-16T03:11:00,We cannot login to InsightCloud since the last update. We have seen this twice already.,InsightCRM,Engineering,Call Center,Ahmedabad,Startup,2,open,negative,anger,Technical Issue,Bug Report,critical,4
FB-10261,CU-3373,2026-07-16T02:24:00,"For the record, We may add twenty more seats if the trial goes well. Our enterprise account is affected. Sharing this from the field.",InsightAnalytics,Engineering,Email,London,Startup,4,in_progress,neutral,neutral,Account,Request,low,1
FB-11788,CU-9596,2026-07-15T23:46:00,The courier missed the delivery window three times in New York. The team mentioned InsightCloud in the weekly review. Please advise.,InsightCloud,Operations,Internal,Ahmedabad,Internal,1,closed,positive,frustration,Customer Support,Praise,low,2
FB-10659,CU-5550,2026-07-15T19:53:00,"Hi, I am angry that the ticket was closed without a resolution. This is impacting customers in Hyderabad. Sharing this from the field.",InsightCRM,Customer Support,Email,Dubai,Consumer,1,in_progress,negative,anger,Customer Support,Information,high,2
FB-10844,CU-9420,2026-07-15T14:48:00,"Hi, Great improvement in mobile performance this month. I am following up because there was no response.",InsightPortal,Engineering,Website,London,Partner,5,resolved,positive,anger,Performance,Suggestion,low,1
FB-10002,CU-2139,2026-07-15T11:36:00,InsightSecure audit logs are exactly what compliance needed. The team mentioned InsightCloud in the weekly review. Sharing this from the field.,InsightCRM,Finance,Website,London,SMB,5,resolved,positive,joy,Product,Praise,low,1
FB-12044,CU-7769,2026-07-15T10:18:00,"For the record, Documentation is outdated and caused a production misconfiguration. We have seen this twice already. Looking forward to a fix.",InsightChat,Product,Mobile App,Chennai,SMB,2,in_progress,negative,anger,Documentation,Bug Report,high,2
FB-12034,CU-6677,2026-07-15T09:33:00,"For the record, Great improvement in mobile performance this month. I am following up because there was no response. Please advise.",InsightAnalytics,Operations,Website,Chennai,Startup,4,open,neutral,neutral,Performance,Suggestion,low,1
FB-10944,CU-9593,2026-07-15T06:52:00,"Hello team, Support never called back after I reported a critical outage. I attached screenshots in the original ticket. Logged by the duty manager.",InsightChat,Customer Support,Mobile App,Delhi,Consumer,2,in_progress,negative,frustration,Customer Support,Complaint,critical,4
FB-10911,CU-2448,2026-07-15T06:23:00,"Average experience so far, we are still evaluating InsightCloud. We have seen this twice already.",InsightChat,Engineering,Website,Pune,SMB,3,resolved,negative,anger,Technical Issue,Bug Report,high,3
FB-10858,CU-4313,2026-07-15T04:15:00,Search is too slow to be usable during business hours. We have seen this twice already. Looking forward to a fix.,InsightPortal,Product,Email,Pune,Enterprise,1,resolved,negative,anger,Technical Issue,Bug Report,critical,4
FB-11477,CU-8926,2026-07-15T01:43:00,Quick update: The onboarding specialist made InsightCloud easy to adopt. The issue started last Thursday. Sharing this from the field.,InsightMobile,Finance,Internal,Surat,Internal,5,resolved,negative,joy,Technical Issue,Praise,low,2
FB-11704,CU-1418,2026-07-14T21:40:00,"For the record, I am delighted with the quality of the latest InsightCRM release. The team mentioned InsightCloud in the weekly review. Looking forward to a fix.",InsightCRM,Product,Website,Chennai,Partner,5,in_progress,positive,joy,Product,Praise,low,1
FB-10472,CU-2093,2026-07-14T20:34:00,"For the record, Feature request: webhook retries with exponential backoff. We have seen this twice already.",InsightAnalytics,Finance,Call Center,Chennai,Consumer,3,closed,negative,anger,Technical Issue,Bug Report,medium,2
FB-10448,CU-4696,2026-07-14T18:51:00,Response time from customer support is getting worse every week. This is impacting customers in Hyderabad. Looking forward to a fix.,InsightPay,Customer Support,Chat,Surat,SMB,1,open,neutral,neutral,Customer Support,Request,medium,2
FB-11238,CU-3251,2026-07-14T17:57:00,"To be clear, Customer support resolved our incident in twenty minutes. The issue started last Thursday. Sharing this from the field.",InsightAnalytics,Customer Support,Social Media,Ahmedabad,SMB,4,open,neutral,anger,Customer Support,Request,low,1
FB-10300,CU-3686,2026-07-14T14:05:00,"Hello team, Delivery to Pune was earlier than the estimated date. I attached screenshots in the original ticket. Looking forward to a fix.",InsightAnalytics,Operations,Mobile App,Surat,Enterprise,5,resolved,positive,satisfaction,Delivery,Praise,low,1
FB-11819,CU-3906,2026-07-14T02:27:00,"For the record, I am angry that the ticket was closed without a resolution. Our enterprise account is affected. Sharing this from the field.",InsightCloud,Customer Support,Mobile App,Singapore,Startup,2,open,neutral,neutral,Customer Support,Request,low,2
FB-11778,CU-6537,2026-07-13T21:17:00,It would help to have saved filters on the explorer table. The issue started last Thursday. Please advise.,InsightSecure,Product,Survey,London,Consumer,3,resolved,neutral,neutral,Other,Suggestion,low,1
FB-11660,CU-5134,2026-07-13T17:24:00,"To be clear, Authentication failures are blocking our entire sales team. Our enterprise account is affected. Looking forward to a fix.",InsightAnalytics,Sales,Mobile App,Chennai,Enterprise,2,closed,negative,joy,Account,Request,medium,2
FB-10199,CU-8713,2026-07-13T17:11:00,"Hi, Refund was issued quickly and with a clear explanation. The issue started last Thursday. Sharing this from the field.",InsightAnalytics,Customer Support,Email,New York,Startup,5,resolved,positive,satisfaction,Customer Support,Praise,low,2
FB-10929,CU-4168,2026-07-13T15:57:00,Noting that the internal survey was completed by HR. The team mentioned InsightMobile in the weekly review.,InsightMobile,Customer Support,Social Media,Kolkata,Consumer,4,open,neutral,neutral,Other,Praise,low,1
FB-11421,CU-4791,2026-07-13T13:45:00,"For the record, Documentation update saved our engineering team hours. Please treat this as high priority.",InsightPortal,Operations,Survey,New York,Enterprise,5,resolved,neutral,neutral,Technical Issue,Suggestion,low,1
FB-11257,CU-2100,2026-07-13T12:48:00,"Hi, Documentation update saved our engineering team hours. The team mentioned InsightSecure in the weekly review. Looking forward to a fix.",InsightCRM,Engineering,Survey,London,Startup,5,closed,positive,joy,Product,Praise,low,1
FB-12118,CU-5983,2026-07-13T12:37:00,Quick update: Customer support resolved our incident in twenty minutes. We have seen this twice already. Logged by the duty manager.,InsightPortal,Customer Support,Internal,Jaipur,Partner,5,resolved,negative,anger,Customer Support,Bug Report,medium,1
FB-12058,CU-7316,2026-07-13T05:10:00,"To be clear, Consider adding a weekly digest for managers. The team mentioned InsightCRM in the weekly review. Sharing this from the field.",InsightPay,Customer Support,Call Center,Surat,Partner,3,resolved,positive,satisfaction,Product,Suggestion,low,1
FB-11458,CU-9309,2026-07-13T04:21:00,"Hello team, Loved the new InsightCRM dashboard, it is clean and fast. This happened after the latest update.",InsightPay,Customer Support,Chat,Dubai,Internal,4,open,negative,satisfaction,UX/UI,Praise,medium,1
FB-10542,CU-7047,2026-07-13T03:17:00,"For the record, Refund was issued quickly and with a clear explanation. This is impacting customers in London. Please advise.",InsightPortal,Finance,Social Media,Singapore,Internal,5,resolved,neutral,satisfaction,Payment,Suggestion,low,2
FB-11054,CU-4177,2026-07-13T03:15:00,Quick update: Package for InsightCRM arrived damaged in Dubai. We have seen this twice already. Looking forward to a fix.,InsightSecure,Finance,Website,Singapore,SMB,2,in_progress,negative,anger,Technical Issue,Bug Report,high,3
FB-11838,CU-6930,2026-07-13T02:28:00,"To be clear, Is there a sandbox for InsightPay chargebacks? A workaround exists but it is not acceptable long term. Sharing this from the field.",InsightMobile,Customer Support,Website,Hyderabad,SMB,4,open,neutral,satisfaction,Performance,Praise,low,2
FB-10111,CU-2758,2026-07-13T01:00:00,Quick update: The InsightMobile checkout failed and I was still charged. We have seen this twice already. Looking forward to a fix.,InsightAnalytics,Sales,Survey,Bangalore,Consumer,2,closed,negative,anger,Technical Issue,Bug Report,critical,5
FB-10961,CU-3444,2026-07-12T23:36:00,Quick update: Authentication failures are blocking our entire sales team. Please treat this as high priority.,InsightCloud,Customer Support,Email,Singapore,Internal,1,closed,negative,frustration,Technical Issue,Bug Report,high,3
FB-11828,CU-3222,2026-07-12T23:32:00,Need access for two additional analysts this week. I am following up because there was no response. Thanks.,InsightPortal,Sales,Website,Pune,SMB,3,open,negative,neutral,Customer Support,Request,low,1
FB-11134,CU-8904,2026-07-12T21:51:00,"To be clear, Payment reconciliation finally works without manual edits. Please treat this as high priority. Sharing this from the field.",InsightPay,Product,Social Media,London,Partner,5,in_progress,neutral,neutral,Customer Support,Bug Report,low,2
FB-11921,CU-4476,2026-07-12T19:10:00,Customer support resolved our incident in twenty minutes. Our enterprise account is affected. Thanks.,InsightCRM,Customer Support,Internal,Surat,Consumer,5,resolved,neutral,anger,Customer Support,Request,low,1
FB-11450,CU-2446,2026-07-12T11:58:00,Quick update: Documentation is outdated and caused a production misconfiguration. I am following up because there was no response. Logged by the duty manager.,InsightCRM,Customer Support,Website,Hyderabad,Internal,1,in_progress,negative,confusion,Documentation,Praise,medium,2
FB-11825,CU-4493,2026-07-12T08:02:00,"Hi, Package for InsightCloud arrived damaged in Singapore. The issue started last Thursday. Thanks.",InsightPay,HR,Internal,Dubai,Internal,2,open,negative,frustration,Delivery,Complaint,high,2
FB-10357,CU-7824,2026-07-12T06:33:00,Delivery to Surat was earlier than the estimated date. Please treat this as high priority. Logged by the duty manager.,InsightPay,Operations,Email,Chennai,Startup,4,in_progress,negative,neutral,Delivery,Bug Report,medium,1
FB-12003,CU-5575,2026-07-12T05:48:00,"To be clear, Loved the new InsightPay dashboard, it is clean and fast. We have seen this twice already. Logged by the duty manager.",InsightCloud,Sales,Survey,Mumbai,SMB,5,in_progress,positive,anger,UX/UI,Praise,low,1
FB-10209,CU-6123,2026-07-12T01:54:00,"Hi, Noting that the internal survey was completed by HR. The issue started last Thursday. Looking forward to a fix.",InsightAnalytics,Product,Chat,New York,Enterprise,3,open,neutral,neutral,Other,Information,low,1
FB-10495,CU-8279,2026-07-12T01:51:00,"For the record, The interface redesign is intuitive and reduced training time. This is impacting customers in Ahmedabad. Please advise.",InsightSecure,Finance,Call Center,Jaipur,Consumer,4,in_progress,negative,neutral,UX/UI,Praise,low,1
FB-12064,CU-2246,2026-07-11T22:13:00,"For the record, Delivery to Mumbai was earlier than the estimated date. Please treat this as high priority.",InsightMobile,Operations,Call Center,Mumbai,Internal,4,resolved,negative,neutral,Delivery,Suggestion,low,1
FB-11422,CU-3414,2026-07-11T21:23:00,"Hello team, The onboarding specialist made InsightAnalytics easy to adopt. Our enterprise account is affected. Sharing this from the field.",InsightPay,Operations,Call Center,Bangalore,Consumer,4,in_progress,positive,joy,Account,Request,low,1
FB-11310,CU-4933,2026-07-11T17:58:00,Quick update: Duplicate invoices were sent to finance after renewal. We have seen this twice already. Please advise.,InsightMobile,Product,Email,Dubai,Consumer,1,closed,negative,anger,Technical Issue,Bug Report,critical,5
FB-12196,CU-3212,2026-07-11T15:14:00,"Hello team, Can you schedule a training session for the operations team? We have seen this twice already. Please advise.",InsightCloud,HR,Email,Singapore,Internal,4,open,neutral,neutral,Customer Support,Request,low,1
FB-12075,CU-3499,2026-07-11T14:48:00,Quick update: Security alert fired after suspicious admin logins. We have seen this twice already. Please advise.,InsightPay,Engineering,Call Center,Kolkata,Enterprise,2,open,negative,anger,Security,Bug Report,critical,5
FB-11818,CU-7998,2026-07-11T09:26:00,"To be clear, Chat support was knowledgeable and patient. The team mentioned InsightCloud in the weekly review. Sharing this from the field.",InsightAnalytics,Customer Support,Website,Bangalore,Partner,4,resolved,positive,satisfaction,Customer Support,Praise,low,1
FB-10213,CU-4946,2026-07-11T05:04:00,"For the record, The interface redesign is intuitive and reduced training time. A workaround exists but it is not acceptable long term. Thanks.",InsightPortal,Product,Survey,Bangalore,Enterprise,5,in_progress,neutral,satisfaction,UX/UI,Information,low,1
FB-10228,CU-9810,2026-07-10T21:27:00,Support never called back after I reported a critical outage. A workaround exists but it is not acceptable long term. Thanks.,InsightCloud,Customer Support,Chat,London,Enterprise,1,resolved,negative,frustration,Customer Support,Complaint,critical,4
FB-10906,CU-4028,2026-07-10T16:57:00,Quick update: Noting that the internal survey was completed by HR. I attached screenshots in the original ticket. Sharing this from the field.,InsightPay,Customer Support,Call Center,Dubai,Enterprise,4,closed,neutral,neutral,Other,Information,low,1
FB-11423,CU-1396,2026-07-10T16:18:00,"To be clear, Need access for two additional analysts this week. I attached screenshots in the original ticket. Looking forward to a fix.",InsightPay,Customer Support,Call Center,Delhi,Internal,3,resolved,neutral,neutral,Customer Support,Request,low,1
FB-10297,CU-7633,2026-07-10T14:56:00,Quick update: We may add twenty more seats if the trial goes well. The issue started last Thursday. Sharing this from the field.,InsightCRM,Engineering,Website,Jaipur,Internal,4,resolved,neutral,anger,Customer Support,Bug Report,medium,1
FB-11872,CU-4578,2026-07-10T13:47:00,"For the record, The onboarding specialist made InsightCRM easy to adopt. This is impacting customers in Bangalore. Looking forward to a fix.",InsightPay,Operations,Email,Chennai,SMB,5,resolved,positive,joy,Product,Praise,low,1
FB-10384,CU-1334,2026-07-10T13:36:00,"To be clear, I am frustrated that the InsightAnalytics app crashes during payment. I attached screenshots in the original ticket. Please advise.",InsightChat,Customer Support,Internal,Jaipur,Enterprise,2,closed,neutral,neutral,Technical Issue,Praise,medium,4
FB-10898,CU-9671,2026-07-10T12:16:00,I am delighted with the quality of the latest InsightSecure release. This happened after the latest update.,InsightCloud,Sales,Website,Bangalore,Internal,5,resolved,positive,joy,Product,Praise,low,1
FB-10573,CU-6366,2026-07-10T11:07:00,Price increase was communicated poorly and feels unjustified. The issue started last Thursday. Sharing this from the field.,InsightCRM,Customer Support,Email,Delhi,Enterprise,1,resolved,negative,satisfaction,Customer Support,Praise,high,3
